project_id,file,document_type,study_cycle,phase,issue_date,project_upgrade_cost,in_service_timeline
J2830,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$35,621,417",
J2831,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$64,627,107",
J2832,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$103,773,662",
J2833,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,697,548",
J2834,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$19,163,069",
J2835,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$53,936,548",
J2836,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$130,526,981",
J2837,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$54,519,673",
J2838,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$136,711,305",
J2839,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$94,647,441",
J2840,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$39,731,816",
J2841,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$198,119,509",
J2843,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$87,767,811",
J2844,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$82,011,395",
J2845,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$119,531,133",
J2846,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$150,378,853",
J2847,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$51,532,582",
J2848,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$32,534,374",
J2849,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$40,646,174",
J2850,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$273,400,403",
J2852,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$88,324,404",
J2853,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$41,519,221",
J2854,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$92,873,098",
J2855,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$69,181,930",
J2856,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$429,220,628",
J2857,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$94,729,102",
J2858,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$108,560,480",
J2859,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$119,256,562",
J2860,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$166,518,947",
J2861,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$78,073,264",
J2863,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$222,891,562",
J2864,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$206,735,202",
J2865,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$235,510,016",
J2866,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$206,881,330",
J2867,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$11,708,817",
J2868,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$18,825,195",
J2869,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$135,677,909",
J2870,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$32,771,889",
J2871,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$26,720,372",
J2872,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$100,107,959",
J2873,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$138,753,336",
J2874,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$14,552,350",
J2875,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$572,057,287",
J2876,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$128,048,213",
J2877,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$62,831,413",
J2878,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$54,755,333",
J2879,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$30,798,193",
J2880,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$120,830,118",
J2881,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$76,918,402",
J2882,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$391,278,328",
J2883,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$318,742,922",
J2884,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$282,761,048",
J2885,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$52,038,470",
J2886,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$60,497,436",
J2887,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$34,587,351",
J2888,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$391,278,656",
J2889,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,595,970",
J2890,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$348,141,212",
J2891,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$18,565,195",
J2892,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$50,057,427",
J2893,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$190,357,537",
J2894,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$21,804,231",
J2895,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$83,604,578",
J2897,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$102,250,668",
J2898,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$289,121,728",
J2899,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$190,406,310",
J2900,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$509,978,353",
J2901,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$109,391,766",
J2903,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$71,175,051",
J2904,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$283,781,075",
J2905,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$88,548,474",
J2906,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,024,037",
J2907,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$174,407,472",
J2908,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$25,827,448",
J2911,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$719,100,979",
J2912,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$318,673,511",
J2913,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$46,692,085",
J2914,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$440,830,335",
J2915,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$42,166,612",
J2916,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$401,270,565",
J2917,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$64,512,428",
J2918,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$47,931,376",
J2919,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$76,678,315",
J2920,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$46,020,748",
J2921,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$24,331,234",
J2922,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$89,779,750",
J2923,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$204,072,193",
J2924,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$154,072,193",
J2925,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$45,737,881",
J2926,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$33,518,741",
J2927,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$30,542,618",
J2930,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$82,188,521",
J2931,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$153,759,498",
J2934,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$230,956,605",
J2935,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$91,995,250",
J2937,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$59,089,498",
J2938,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$48,542,215",
J2939,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$91,563,485",
J2942,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$110,646,877",
J2944,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$56,553,024",
J2945,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$37,377,456",
J2946,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$12,993,001",
J2947,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$30,714,648",
J2948,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$8,786,742",
J2949,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$12,310,203",
J2950,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$16,458,435",
J2951,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$1,702,766",
J2952,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$63,889,091",
J2953,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$281,275,829",
J2954,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$75,071,318",
J2955,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$99,307,056",
J2956,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$99,389,303",
J2957,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$72,519,869",
