project_id,file,document_type,study_cycle,phase,issue_date,project_upgrade_cost,in_service_timeline
J1410,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1411,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1629,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1895,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1931,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1934,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1935,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1943,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1993,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2029,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2055,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2074,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2099,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2107,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2148,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2185,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2193,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2211,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2218,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2304,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J2316,miso_docs\Final_20System_Impact_Study_Report-DPP_2021_Cycle_Phase_3_PUBLIC_20251105726302.pdf,SIS,DPP 2021,Phase 3,11-05-2025,,24-48 months
J1040,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,,
J1846,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$27,521,457",
J1847,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$17,826,820",
J1867,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$24,283,096",
J1888,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$49,937,446",
J1889,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$1,489,623",
J1893,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$198,308,321",
J1898,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$13,989,148",
J1903,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$2,148,463",
J1927,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$840,604",
J1952,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$88,205,390",
J1961,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$78,782,989",
J1978,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$36,282,497",
J1979,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$134,798,114",
J1989,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$117,547,900",
J1990,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$81,577,498",
J1998,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$27,684,911",
J2002,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$11,796,885",
J2021,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$5,092,435",
J2022,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$36,832,636",
J2027,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$13,217,130",
J2030,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$21,769,784",
J2031,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$10,911,110",
J2040,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$36,776,096",
J2053,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$37,626,710",
J2054,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$78,793,311",
J2065,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$18,489,219",
J2066,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$15,584,780",
J2068,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$4,324,571",
J2070,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$15,613,330",
J2078,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$4,223,273",
J2079,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$2,951,145",
J2080,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$57,553,732",
J2084,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$32,813,898",
J2085,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$30,216,827",
J2086,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$62,657,331",
J2087,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$11,368,643",
J2097,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$16,483,931",
J2101,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$24,151,515",
J2102,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$12,951,160",
J2104,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$41,275,419",
J2106,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$1,760,084",
J2116,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$1,728,209",
J2120,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$24,585,356",
J2122,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$11,031,720",
J2157,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$12,384,565",
J2199,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$25,184,275",
J2219,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$12,642,911",
J2227,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$28,858,011",
J2250,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$83,583,730",
J2268,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$17,305,622",
J2272,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$3,435,387",
J2276,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$4,305,326",
J2309,miso_docs\GI-DPP-2021_20West_Phase_2_System_Impact_Study_Final_Report_20250623_-_PUBLIC704357.pdf,SIS,DPP 2021,Phase 2,,"$12,737,645",
J1410,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1411,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1629,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1751,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1752,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1884,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1895,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1930,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1931,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1934,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1935,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1936,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1937,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1938,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1943,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1945,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1954,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1955,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1964,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1971,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1983,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1993,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1994,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1996,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2029,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2055,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2062,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2074,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2099,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2107,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2117,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2148,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2185,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2188,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2193,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2211,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2218,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2271,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2277,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2293,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2304,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J2316,expanded_docs_auto\GI-DPP-2021-ATC-Ph1_System_Impact_Study_Final_04272023_PUBLIC629014\Final System Impact Study Report-DPP 2021 Cycle Phase 1_20230510_PUBLIC.pdf,SIS,DPP 2021,Phase 1,5-10-2023,,24-48 months
J1629,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1751,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1752,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1884,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1895,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1931,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1934,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1935,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1938,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1943,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1945,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1964,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
